Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 1.1000E+001; 8.9383E-001; 1.1000E+001; 8.3808E-001; 1.1000E+001; 8.0077E-001; 1.1000E+001; 7.7447E-001; 1.1000E+001; 7.5690E-001; 1.1000E+001; 7.4676E-001; 1.1000E+001; 8.9381E-001;
 1.2000E+001; 8.9384E-001; 1.2000E+001; 8.3815E-001; 1.2000E+001; 8.0078E-001; 1.2000E+001; 7.7447E-001; 1.2000E+001; 7.5690E-001; 1.2000E+001; 7.4676E-001; 1.2000E+001; 8.9381E-001;
 1.3000E+001; 8.9384E-001; 1.3000E+001; 8.3824E-001; 1.3000E+001; 8.0079E-001; 1.3000E+001; 7.7448E-001; 1.3000E+001; 7.5690E-001; 1.3000E+001; 7.4676E-001; 1.3000E+001; 8.9381E-001;
 1.4000E+001; 8.9385E-001; 1.4000E+001; 8.3836E-001; 1.4000E+001; 8.0081E-001; 1.4000E+001; 7.7448E-001; 1.4000E+001; 7.5690E-001; 1.4000E+001; 7.4676E-001; 1.4000E+001; 8.9381E-001;
 1.5000E+001; 8.9385E-001; 1.5000E+001; 8.3852E-001; 1.5000E+001; 8.0083E-001; 1.5000E+001; 7.7449E-001; 1.5000E+001; 7.5691E-001; 1.5000E+001; 7.4676E-001; 1.5000E+001; 8.9381E-001;
 1.6000E+001; 8.9386E-001; 1.6000E+001; 8.3873E-001; 1.6000E+001; 8.0086E-001; 1.6000E+001; 7.7449E-001; 1.6000E+001; 7.5691E-001; 1.6000E+001; 7.4676E-001; 1.6000E+001; 8.9381E-001;
 1.7000E+001; 8.9387E-001; 1.7000E+001; 8.3901E-001; 1.7000E+001; 8.0089E-001; 1.7000E+001; 7.7450E-001; 1.7000E+001; 7.5691E-001; 1.7000E+001; 7.4676E-001; 1.7000E+001; 8.9381E-001;
 1.8000E+001; 8.9388E-001; 1.8000E+001; 8.3937E-001; 1.8000E+001; 8.0093E-001; 1.8000E+001; 7.7451E-001; 1.8000E+001; 7.5691E-001; 1.8000E+001; 7.4676E-001; 1.8000E+001; 8.9381E-001;
 1.9000E+001; 8.9389E-001; 1.9000E+001; 8.3982E-001; 1.9000E+001; 8.0098E-001; 1.9000E+001; 7.7452E-001; 1.9000E+001; 7.5692E-001; 1.9000E+001; 7.4677E-001; 1.9000E+001; 8.9381E-001;
 2.0000E+001; 8.9390E-001; 2.0000E+001; 8.4039E-001; 2.0000E+001; 8.0105E-001; 2.0000E+001; 7.7454E-001; 2.0000E+001; 7.5692E-001; 2.0000E+001; 7.4677E-001; 2.0000E+001; 8.9381E-001;
 2.1000E+001; 8.9391E-001; 2.1000E+001; 8.4110E-001; 2.1000E+001; 8.0112E-001; 2.1000E+001; 7.7455E-001; 2.1000E+001; 7.5693E-001; 2.1000E+001; 7.4677E-001; 2.1000E+001; 8.9381E-001;
 2.2000E+001; 8.9393E-001; 2.2000E+001; 8.4198E-001; 2.2000E+001; 8.0122E-001; 2.2000E+001; 7.7457E-001; 2.2000E+001; 7.5693E-001; 2.2000E+001; 7.4677E-001; 2.2000E+001; 8.9381E-001;
 2.3000E+001; 8.9394E-001; 2.3000E+001; 8.4306E-001; 2.3000E+001; 8.0132E-001; 2.3000E+001; 7.7459E-001; 2.3000E+001; 7.5694E-001; 2.3000E+001; 7.4677E-001; 2.3000E+001; 8.9381E-001;
 2.4000E+001; 8.9396E-001; 2.4000E+001; 8.4437E-001; 2.4000E+001; 8.0145E-001; 2.4000E+001; 7.7462E-001; 2.4000E+001; 7.5694E-001; 2.4000E+001; 7.4678E-001; 2.4000E+001; 8.9381E-001;
 2.5000E+001; 8.9398E-001; 2.5000E+001; 8.4595E-001; 2.5000E+001; 8.0161E-001; 2.5000E+001; 7.7465E-001; 2.5000E+001; 7.5695E-001; 2.5000E+001; 7.4678E-001; 2.5000E+001; 8.9381E-001;
 2.6000E+001; 8.9400E-001; 2.6000E+001; 8.4784E-001; 2.6000E+001; 8.0178E-001; 2.6000E+001; 7.7468E-001; 2.6000E+001; 7.5696E-001; 2.6000E+001; 7.4678E-001; 2.6000E+001; 8.9381E-001;
 2.7000E+001; 8.9402E-001; 2.7000E+001; 8.5007E-001; 2.7000E+001; 8.0199E-001; 2.7000E+001; 7.7473E-001; 2.7000E+001; 7.5697E-001; 2.7000E+001; 7.4679E-001; 2.7000E+001; 8.9381E-001;
 2.8000E+001; 8.9404E-001; 2.8000E+001; 8.5270E-001; 2.8000E+001; 8.0224E-001; 2.8000E+001; 7.7477E-001; 2.8000E+001; 7.5699E-001; 2.8000E+001; 7.4679E-001; 2.8000E+001; 8.9381E-001;
 2.9000E+001; 8.9406E-001; 2.9000E+001; 8.5573E-001; 2.9000E+001; 8.0252E-001; 2.9000E+001; 7.7483E-001; 2.9000E+001; 7.5700E-001; 2.9000E+001; 7.4680E-001; 2.9000E+001; 8.9381E-001;
 3.0000E+001; 8.9409E-001; 3.0000E+001; 8.5919E-001; 3.0000E+001; 8.0286E-001; 3.0000E+001; 7.7490E-001; 3.0000E+001; 7.5702E-001; 3.0000E+001; 7.4680E-001; 3.0000E+001; 8.9381E-001;
 3.1000E+001; 8.9411E-001; 3.1000E+001; 8.6302E-001; 3.1000E+001; 8.0324E-001; 3.1000E+001; 7.7497E-001; 3.1000E+001; 7.5704E-001; 3.1000E+001; 7.4681E-001; 3.1000E+001; 8.9381E-001;
 3.2000E+001; 8.9414E-001; 3.2000E+001; 8.6716E-001; 3.2000E+001; 8.0368E-001; 3.2000E+001; 7.7506E-001; 3.2000E+001; 7.5706E-001; 3.2000E+001; 7.4682E-001; 3.2000E+001; 8.9381E-001;
 3.3000E+001; 8.9417E-001; 3.3000E+001; 8.7152E-001; 3.3000E+001; 8.0418E-001; 3.3000E+001; 7.7515E-001; 3.3000E+001; 7.5708E-001; 3.3000E+001; 7.4683E-001; 3.3000E+001; 8.9381E-001;
 3.4000E+001; 8.9420E-001; 3.4000E+001; 8.7599E-001; 3.4000E+001; 8.0476E-001; 3.4000E+001; 7.7526E-001; 3.4000E+001; 7.5711E-001; 3.4000E+001; 7.4683E-001; 3.4000E+001; 8.9381E-001;
 3.5000E+001; 8.9423E-001; 3.5000E+001; 8.8047E-001; 3.5000E+001; 8.0540E-001; 3.5000E+001; 7.7539E-001; 3.5000E+001; 7.5714E-001; 3.5000E+001; 7.4684E-001; 3.5000E+001; 8.9381E-001;
 3.6000E+001; 8.9427E-001; 3.6000E+001; 8.8485E-001; 3.6000E+001; 8.0613E-001; 3.6000E+001; 7.7553E-001; 3.6000E+001; 7.5718E-001; 3.6000E+001; 7.4686E-001; 3.6000E+001; 8.9381E-001;
 3.7000E+001; 8.9430E-001; 3.7000E+001; 8.8903E-001; 3.7000E+001; 8.0694E-001; 3.7000E+001; 7.7570E-001; 3.7000E+001; 7.5722E-001; 3.7000E+001; 7.4687E-001; 3.7000E+001; 8.9381E-001;
 3.8000E+001; 8.9434E-001; 3.8000E+001; 8.9293E-001; 3.8000E+001; 8.0785E-001; 3.8000E+001; 7.7588E-001; 3.8000E+001; 7.5726E-001; 3.8000E+001; 7.4688E-001; 3.8000E+001; 8.9381E-001;
 3.9000E+001; 8.9438E-001; 3.9000E+001; 8.9646E-001; 3.9000E+001; 8.0885E-001; 3.9000E+001; 7.7609E-001; 3.9000E+001; 7.5732E-001; 3.9000E+001; 7.4690E-001; 3.9000E+001; 8.9381E-001;
 4.0000E+001; 8.9442E-001; 4.0000E+001; 8.9955E-001; 4.0000E+001; 8.0996E-001; 4.0000E+001; 7.7632E-001; 4.0000E+001; 7.5737E-001; 4.0000E+001; 7.4691E-001; 4.0000E+001; 8.9381E-001;
 4.1000E+001; 8.9446E-001; 4.1000E+001; 9.0214E-001; 4.1000E+001; 8.1118E-001; 4.1000E+001; 7.7658E-001; 4.1000E+001; 7.5744E-001; 4.1000E+001; 7.4693E-001; 4.1000E+001; 8.9381E-001;
 4.2000E+001; 8.9450E-001; 4.2000E+001; 9.0423E-001; 4.2000E+001; 8.1252E-001; 4.2000E+001; 7.7688E-001; 4.2000E+001; 7.5751E-001; 4.2000E+001; 7.4695E-001; 4.2000E+001; 8.9381E-001;
 4.3000E+001; 8.9455E-001; 4.3000E+001; 9.0585E-001; 4.3000E+001; 8.1398E-001; 4.3000E+001; 7.7721E-001; 4.3000E+001; 7.5758E-001; 4.3000E+001; 7.4698E-001; 4.3000E+001; 8.9381E-001;
 4.4000E+001; 8.9460E-001; 4.4000E+001; 9.0706E-001; 4.4000E+001; 8.1558E-001; 4.4000E+001; 7.7757E-001; 4.4000E+001; 7.5767E-001; 4.4000E+001; 7.4700E-001; 4.4000E+001; 8.9381E-001;
 4.5000E+001; 8.9464E-001; 4.5000E+001; 9.0796E-001; 4.5000E+001; 8.1731E-001; 4.5000E+001; 7.7798E-001; 4.5000E+001; 7.5777E-001; 4.5000E+001; 7.4703E-001; 4.5000E+001; 8.9381E-001;
 4.6000E+001; 8.9469E-001; 4.6000E+001; 9.0863E-001; 4.6000E+001; 8.1919E-001; 4.6000E+001; 7.7843E-001; 4.6000E+001; 7.5788E-001; 4.6000E+001; 7.4706E-001; 4.6000E+001; 8.9381E-001;
 4.7000E+001; 8.9474E-001; 4.7000E+001; 9.0913E-001; 4.7000E+001; 8.2124E-001; 4.7000E+001; 7.7892E-001; 4.7000E+001; 7.5800E-001; 4.7000E+001; 7.4710E-001; 4.7000E+001; 8.9381E-001;
 4.8000E+001; 8.9480E-001; 4.8000E+001; 9.0951E-001; 4.8000E+001; 8.2346E-001; 4.8000E+001; 7.7947E-001; 4.8000E+001; 7.5813E-001; 4.8000E+001; 7.4714E-001; 4.8000E+001; 8.9381E-001;
 4.9000E+001; 8.9485E-001; 4.9000E+001; 9.0982E-001; 4.9000E+001; 8.2586E-001; 4.9000E+001; 7.8008E-001; 4.9000E+001; 7.5827E-001; 4.9000E+001; 7.4718E-001; 4.9000E+001; 8.9381E-001;
 5.0000E+001; 8.9491E-001; 5.0000E+001; 9.1007E-001; 5.0000E+001; 8.2847E-001; 5.0000E+001; 7.8074E-001; 5.0000E+001; 7.5843E-001; 5.0000E+001; 7.4722E-001; 5.0000E+001; 8.9381E-001;
 5.1000E+001; 8.9496E-001; 5.1000E+001; 9.1028E-001; 5.1000E+001; 8.3128E-001; 5.1000E+001; 7.8147E-001; 5.1000E+001; 7.5861E-001; 5.1000E+001; 7.4727E-001; 5.1000E+001; 8.9381E-001;
 5.2000E+001; 8.9502E-001; 5.2000E+001; 9.1047E-001; 5.2000E+001; 8.3430E-001; 5.2000E+001; 7.8226E-001; 5.2000E+001; 7.5880E-001; 5.2000E+001; 7.4733E-001; 5.2000E+001; 8.9381E-001;
 5.3000E+001; 8.9508E-001; 5.3000E+001; 9.1063E-001; 5.3000E+001; 8.3753E-001; 5.3000E+001; 7.8312E-001; 5.3000E+001; 7.5901E-001; 5.3000E+001; 7.4739E-001; 5.3000E+001; 8.9381E-001;
 5.4000E+001; 8.9515E-001; 5.4000E+001; 9.1077E-001; 5.4000E+001; 8.4094E-001; 5.4000E+001; 7.8405E-001; 5.4000E+001; 7.5924E-001; 5.4000E+001; 7.4745E-001; 5.4000E+001; 8.9381E-001;
 5.5000E+001; 8.9521E-001; 5.5000E+001; 9.1090E-001; 5.5000E+001; 8.4452E-001; 5.5000E+001; 7.8506E-001; 5.5000E+001; 7.5949E-001; 5.5000E+001; 7.4752E-001; 5.5000E+001; 8.9381E-001;
 5.6000E+001; 8.9528E-001; 5.6000E+001; 9.1102E-001; 5.6000E+001; 8.4823E-001; 5.6000E+001; 7.8615E-001; 5.6000E+001; 7.5977E-001; 5.6000E+001; 7.4760E-001; 5.6000E+001; 8.9381E-001;
 5.7000E+001; 8.9534E-001; 5.7000E+001; 9.1113E-001; 5.7000E+001; 8.5203E-001; 5.7000E+001; 7.8732E-001; 5.7000E+001; 7.6007E-001; 5.7000E+001; 7.4768E-001; 5.7000E+001; 8.9381E-001;
 5.8000E+001; 8.9541E-001; 5.8000E+001; 9.1124E-001; 5.8000E+001; 8.5585E-001; 5.8000E+001; 7.8856E-001; 5.8000E+001; 7.6039E-001; 5.8000E+001; 7.4778E-001; 5.8000E+001; 8.9381E-001;
 5.9000E+001; 8.9548E-001; 5.9000E+001; 9.1134E-001; 5.9000E+001; 8.5962E-001; 5.9000E+001; 7.8990E-001; 5.9000E+001; 7.6075E-001; 5.9000E+001; 7.4788E-001; 5.9000E+001; 8.9381E-001;
 6.0000E+001; 8.9556E-001; 6.0000E+001; 9.1143E-001; 6.0000E+001; 8.6330E-001; 6.0000E+001; 7.9131E-001; 6.0000E+001; 7.6113E-001; 6.0000E+001; 7.4798E-001; 6.0000E+001; 8.9381E-001;
 6.1000E+001; 8.9563E-001; 6.1000E+001; 9.1152E-001; 6.1000E+001; 8.6680E-001; 6.1000E+001; 7.9281E-001; 6.1000E+001; 7.6155E-001; 6.1000E+001; 7.4810E-001; 6.1000E+001; 8.9381E-001;
 6.2000E+001; 8.9571E-001; 6.2000E+001; 9.1161E-001; 6.2000E+001; 8.7008E-001; 6.2000E+001; 7.9440E-001; 6.2000E+001; 7.6200E-001; 6.2000E+001; 7.4823E-001; 6.2000E+001; 8.9381E-001;
 6.3000E+001; 8.9578E-001; 6.3000E+001; 9.1169E-001; 6.3000E+001; 8.7310E-001; 6.3000E+001; 7.9607E-001; 6.3000E+001; 7.6248E-001; 6.3000E+001; 7.4837E-001; 6.3000E+001; 8.9381E-001;
 6.4000E+001; 8.9586E-001; 6.4000E+001; 9.1178E-001; 6.4000E+001; 8.7581E-001; 6.4000E+001; 7.9783E-001; 6.4000E+001; 7.6301E-001; 6.4000E+001; 7.4851E-001; 6.4000E+001; 8.9381E-001;
 6.5000E+001; 8.9594E-001; 6.5000E+001; 9.1185E-001; 6.5000E+001; 8.7821E-001; 6.5000E+001; 7.9968E-001; 6.5000E+001; 7.6357E-001; 6.5000E+001; 7.4867E-001; 6.5000E+001; 8.9381E-001;
 6.6000E+001; 8.9602E-001; 6.6000E+001; 9.1193E-001; 6.6000E+001; 8.8031E-001; 6.6000E+001; 8.0163E-001; 6.6000E+001; 7.6418E-001; 6.6000E+001; 7.4885E-001; 6.6000E+001; 8.9381E-001;
 6.7000E+001; 8.9611E-001; 6.7000E+001; 9.1201E-001; 6.7000E+001; 8.8211E-001; 6.7000E+001; 8.0366E-001; 6.7000E+001; 7.6483E-001; 6.7000E+001; 7.4903E-001; 6.7000E+001; 8.9381E-001;
 6.8000E+001; 8.9619E-001; 6.8000E+001; 9.1208E-001; 6.8000E+001; 8.8364E-001; 6.8000E+001; 8.0579E-001; 6.8000E+001; 7.6553E-001; 6.8000E+001; 7.4924E-001; 6.8000E+001; 8.9381E-001;
 6.9000E+001; 8.9628E-001; 6.9000E+001; 9.1216E-001; 6.9000E+001; 8.8494E-001; 6.9000E+001; 8.0801E-001; 6.9000E+001; 7.6628E-001; 6.9000E+001; 7.4945E-001; 6.9000E+001; 8.9381E-001;
 7.0000E+001; 8.9637E-001; 7.0000E+001; 9.1223E-001; 7.0000E+001; 8.8604E-001; 7.0000E+001; 8.1033E-001; 7.0000E+001; 7.6707E-001; 7.0000E+001; 7.4968E-001; 7.0000E+001; 8.9381E-001;
 7.1000E+001; 8.9646E-001; 7.1000E+001; 9.1231E-001; 7.1000E+001; 8.8697E-001; 7.1000E+001; 8.1275E-001; 7.1000E+001; 7.6792E-001; 7.1000E+001; 7.4993E-001; 7.1000E+001; 8.9381E-001;
 7.2000E+001; 8.9655E-001; 7.2000E+001; 9.1238E-001; 7.2000E+001; 8.8776E-001; 7.2000E+001; 8.1526E-001; 7.2000E+001; 7.6883E-001; 7.2000E+001; 7.5020E-001; 7.2000E+001; 8.9381E-001;
 7.3000E+001; 8.9664E-001; 7.3000E+001; 9.1245E-001; 7.3000E+001; 8.8844E-001; 7.3000E+001; 8.1786E-001; 7.3000E+001; 7.6979E-001; 7.3000E+001; 7.5049E-001; 7.3000E+001; 8.9381E-001;
 7.4000E+001; 8.9674E-001; 7.4000E+001; 9.1253E-001; 7.4000E+001; 8.8903E-001; 7.4000E+001; 8.2056E-001; 7.4000E+001; 7.7080E-001; 7.4000E+001; 7.5080E-001; 7.4000E+001; 8.9381E-001;
 7.5000E+001; 8.9683E-001; 7.5000E+001; 9.1260E-001; 7.5000E+001; 8.8954E-001; 7.5000E+001; 8.2334E-001; 7.5000E+001; 7.7188E-001; 7.5000E+001; 7.5113E-001; 7.5000E+001; 8.9381E-001;
 7.6000E+001; 8.9693E-001; 7.6000E+001; 9.1267E-001; 7.6000E+001; 8.9000E-001; 7.6000E+001; 8.2619E-001; 7.6000E+001; 7.7301E-001; 7.6000E+001; 7.5148E-001; 7.6000E+001; 8.9381E-001;
 7.7000E+001; 8.9703E-001; 7.7000E+001; 9.1274E-001; 7.7000E+001; 8.9040E-001; 7.7000E+001; 8.2911E-001; 7.7000E+001; 7.7420E-001; 7.7000E+001; 7.5186E-001; 7.7000E+001; 8.9382E-001;
 7.8000E+001; 8.9713E-001; 7.8000E+001; 9.1282E-001; 7.8000E+001; 8.9077E-001; 7.8000E+001; 8.3208E-001; 7.8000E+001; 7.7545E-001; 7.8000E+001; 7.5226E-001; 7.8000E+001; 8.9382E-001;
 7.9000E+001; 8.9724E-001; 7.9000E+001; 9.1289E-001; 7.9000E+001; 8.9110E-001; 7.9000E+001; 8.3508E-001; 7.9000E+001; 7.7677E-001; 7.9000E+001; 7.5269E-001; 7.9000E+001; 8.9382E-001;
 8.0000E+001; 8.9734E-001; 8.0000E+001; 9.1297E-001; 8.0000E+001; 8.9141E-001; 8.0000E+001; 8.3809E-001; 8.0000E+001; 7.7814E-001; 8.0000E+001; 7.5314E-001; 8.0000E+001; 8.9382E-001;
 8.1000E+001; 8.9745E-001; 8.1000E+001; 9.1304E-001; 8.1000E+001; 8.9169E-001; 8.1000E+001; 8.4110E-001; 8.1000E+001; 7.7958E-001; 8.1000E+001; 7.5363E-001; 8.1000E+001; 8.9382E-001;
 8.2000E+001; 8.9756E-001; 8.2000E+001; 9.1312E-001; 8.2000E+001; 8.9195E-001; 8.2000E+001; 8.4407E-001; 8.2000E+001; 7.8108E-001; 8.2000E+001; 7.5415E-001; 8.2000E+001; 8.9382E-001;
 8.3000E+001; 8.9766E-001; 8.3000E+001; 9.1319E-001; 8.3000E+001; 8.9220E-001; 8.3000E+001; 8.4699E-001; 8.3000E+001; 7.8263E-001; 8.3000E+001; 7.5469E-001; 8.3000E+001; 8.9382E-001;
 8.4000E+001; 8.9778E-001; 8.4000E+001; 9.1327E-001; 8.4000E+001; 8.9243E-001; 8.4000E+001; 8.4983E-001; 8.4000E+001; 7.8425E-001; 8.4000E+001; 7.5527E-001; 8.4000E+001; 8.9382E-001;
 8.5000E+001; 8.9789E-001; 8.5000E+001; 9.1334E-001; 8.5000E+001; 8.9265E-001; 8.5000E+001; 8.5258E-001; 8.5000E+001; 7.8593E-001; 8.5000E+001; 7.5589E-001; 8.5000E+001; 8.9382E-001;
 8.6000E+001; 8.9800E-001; 8.6000E+001; 9.1342E-001; 8.6000E+001; 8.9286E-001; 8.6000E+001; 8.5521E-001; 8.6000E+001; 7.8767E-001; 8.6000E+001; 7.5654E-001; 8.6000E+001; 8.9382E-001;
 8.7000E+001; 8.9812E-001; 8.7000E+001; 9.1350E-001; 8.7000E+001; 8.9306E-001; 8.7000E+001; 8.5772E-001; 8.7000E+001; 7.8946E-001; 8.7000E+001; 7.5723E-001; 8.7000E+001; 8.9382E-001;
 8.8000E+001; 8.9823E-001; 8.8000E+001; 9.1358E-001; 8.8000E+001; 8.9325E-001; 8.8000E+001; 8.6008E-001; 8.8000E+001; 7.9132E-001; 8.8000E+001; 7.5795E-001; 8.8000E+001; 8.9382E-001;
 8.9000E+001; 8.9835E-001; 8.9000E+001; 9.1366E-001; 8.9000E+001; 8.9343E-001; 8.9000E+001; 8.6229E-001; 8.9000E+001; 7.9323E-001; 8.9000E+001; 7.5872E-001; 8.9000E+001; 8.9382E-001;
 9.0000E+001; 8.9847E-001; 9.0000E+001; 9.1374E-001; 9.0000E+001; 8.9361E-001; 9.0000E+001; 8.6436E-001; 9.0000E+001; 7.9520E-001; 9.0000E+001; 7.5952E-001; 9.0000E+001; 8.9382E-001;
 9.1000E+001; 8.9859E-001; 9.1000E+001; 9.1382E-001; 9.1000E+001; 8.9378E-001; 9.1000E+001; 8.6627E-001; 9.1000E+001; 7.9722E-001; 9.1000E+001; 7.6037E-001; 9.1000E+001; 8.9382E-001;
 9.2000E+001; 8.9872E-001; 9.2000E+001; 9.1390E-001; 9.2000E+001; 8.9395E-001; 9.2000E+001; 8.6804E-001; 9.2000E+001; 7.9930E-001; 9.2000E+001; 7.6125E-001; 9.2000E+001; 8.9382E-001;
 9.3000E+001; 8.9884E-001; 9.3000E+001; 9.1398E-001; 9.3000E+001; 8.9411E-001; 9.3000E+001; 8.6967E-001; 9.3000E+001; 8.0143E-001; 9.3000E+001; 7.6219E-001; 9.3000E+001; 8.9382E-001;
 9.4000E+001; 8.9897E-001; 9.4000E+001; 9.1407E-001; 9.4000E+001; 8.9427E-001; 9.4000E+001; 8.7117E-001; 9.4000E+001; 8.0362E-001; 9.4000E+001; 7.6316E-001; 9.4000E+001; 8.9382E-001;
 9.5000E+001; 8.9910E-001; 9.5000E+001; 9.1415E-001; 9.5000E+001; 8.9443E-001; 9.5000E+001; 8.7254E-001; 9.5000E+001; 8.0585E-001; 9.5000E+001; 7.6418E-001; 9.5000E+001; 8.9382E-001;
 9.6000E+001; 8.9923E-001; 9.6000E+001; 9.1424E-001; 9.6000E+001; 8.9459E-001; 9.6000E+001; 8.7380E-001; 9.6000E+001; 8.0813E-001; 9.6000E+001; 7.6524E-001; 9.6000E+001; 8.9382E-001;
 9.7000E+001; 8.9936E-001; 9.7000E+001; 9.1433E-001; 9.7000E+001; 8.9474E-001; 9.7000E+001; 8.7496E-001; 9.7000E+001; 8.1045E-001; 9.7000E+001; 7.6635E-001; 9.7000E+001; 8.9382E-001;
 9.8000E+001; 8.9949E-001; 9.8000E+001; 9.1441E-001; 9.8000E+001; 8.9489E-001; 9.8000E+001; 8.7602E-001; 9.8000E+001; 8.1282E-001; 9.8000E+001; 7.6750E-001; 9.8000E+001; 8.9382E-001;
 9.9000E+001; 8.9962E-001; 9.9000E+001; 9.1450E-001; 9.9000E+001; 8.9504E-001; 9.9000E+001; 8.7701E-001; 9.9000E+001; 8.1522E-001; 9.9000E+001; 7.6870E-001; 9.9000E+001; 8.9382E-001;
 1.0000E+002; 8.9976E-001; 1.0000E+002; 9.1459E-001; 1.0000E+002; 8.9519E-001; 1.0000E+002; 8.7792E-001; 1.0000E+002; 8.1766E-001; 1.0000E+002; 7.6994E-001; 1.0000E+002; 8.9382E-001;
 1.0100E+002; 8.9990E-001; 1.0100E+002; 9.1468E-001; 1.0100E+002; 8.9534E-001; 1.0100E+002; 8.7876E-001; 1.0100E+002; 8.2012E-001; 1.0100E+002; 7.7123E-001; 1.0100E+002; 8.9382E-001;
 1.0200E+002; 9.0003E-001; 1.0200E+002; 9.1478E-001; 1.0200E+002; 8.9548E-001; 1.0200E+002; 8.7955E-001; 1.0200E+002; 8.2260E-001; 1.0200E+002; 7.7256E-001; 1.0200E+002; 8.9382E-001;
 1.0300E+002; 9.0017E-001; 1.0300E+002; 9.1487E-001; 1.0300E+002; 8.9563E-001; 1.0300E+002; 8.8028E-001; 1.0300E+002; 8.2511E-001; 1.0300E+002; 7.7394E-001; 1.0300E+002; 8.9382E-001;
 1.0400E+002; 9.0032E-001; 1.0400E+002; 9.1497E-001; 1.0400E+002; 8.9577E-001; 1.0400E+002; 8.8097E-001; 1.0400E+002; 8.2762E-001; 1.0400E+002; 7.7536E-001; 1.0400E+002; 8.9382E-001;
 1.0500E+002; 9.0046E-001; 1.0500E+002; 9.1506E-001; 1.0500E+002; 8.9592E-001; 1.0500E+002; 8.8162E-001; 1.0500E+002; 8.3014E-001; 1.0500E+002; 7.7683E-001; 1.0500E+002; 8.9382E-001;
 1.0600E+002; 9.0060E-001; 1.0600E+002; 9.1516E-001; 1.0600E+002; 8.9607E-001; 1.0600E+002; 8.8224E-001; 1.0600E+002; 8.3266E-001; 1.0600E+002; 7.7833E-001; 1.0600E+002; 8.9382E-001;
 1.0700E+002; 9.0075E-001; 1.0700E+002; 9.1526E-001; 1.0700E+002; 8.9621E-001; 1.0700E+002; 8.8282E-001; 1.0700E+002; 8.3517E-001; 1.0700E+002; 7.7988E-001; 1.0700E+002; 8.9382E-001;
