Time (min)  ;Hyd_00mm    ;Time (min)  ;Hyd_10mm    ;Time (min)  ;Hyd_20mm    ;Time (min)  ;Hyd_30mm    ;Time (min)  ;Hyd_40mm    ;Time (min)  ;Hyd_50mm    ;Time (min)  ;Hyd_120mm   ;
 0.0000E+000; 8.9424E-001; 0.0000E+000; 8.4645E-001; 0.0000E+000; 8.1231E-001; 0.0000E+000; 7.8699E-001; 0.0000E+000; 7.6948E-001; 0.0000E+000; 7.5916E-001; 0.0000E+000; 8.9424E-001;
 1.0000E+000; 8.9424E-001; 1.0000E+000; 8.4645E-001; 1.0000E+000; 8.1231E-001; 1.0000E+000; 7.8699E-001; 1.0000E+000; 7.6948E-001; 1.0000E+000; 7.5916E-001; 1.0000E+000; 8.9424E-001;
 2.0000E+000; 8.9424E-001; 2.0000E+000; 8.4645E-001; 2.0000E+000; 8.1231E-001; 2.0000E+000; 7.8699E-001; 2.0000E+000; 7.6948E-001; 2.0000E+000; 7.5916E-001; 2.0000E+000; 8.9424E-001;
 3.0000E+000; 8.9425E-001; 3.0000E+000; 8.4645E-001; 3.0000E+000; 8.1231E-001; 3.0000E+000; 7.8699E-001; 3.0000E+000; 7.6948E-001; 3.0000E+000; 7.5916E-001; 3.0000E+000; 8.9424E-001;
 4.0000E+000; 8.9425E-001; 4.0000E+000; 8.4645E-001; 4.0000E+000; 8.1231E-001; 4.0000E+000; 7.8699E-001; 4.0000E+000; 7.6948E-001; 4.0000E+000; 7.5916E-001; 4.0000E+000; 8.9424E-001;
 5.0000E+000; 8.9425E-001; 5.0000E+000; 8.4646E-001; 5.0000E+000; 8.1231E-001; 5.0000E+000; 7.8699E-001; 5.0000E+000; 7.6948E-001; 5.0000E+000; 7.5916E-001; 5.0000E+000; 8.9424E-001;
 6.0000E+000; 8.9425E-001; 6.0000E+000; 8.4646E-001; 6.0000E+000; 8.1232E-001; 6.0000E+000; 7.8699E-001; 6.0000E+000; 7.6948E-001; 6.0000E+000; 7.5916E-001; 6.0000E+000; 8.9424E-001;
 7.0000E+000; 8.9425E-001; 7.0000E+000; 8.4648E-001; 7.0000E+000; 8.1232E-001; 7.0000E+000; 7.8699E-001; 7.0000E+000; 7.6948E-001; 7.0000E+000; 7.5917E-001; 7.0000E+000; 8.9424E-001;
 8.0000E+000; 8.9425E-001; 8.0000E+000; 8.4650E-001; 8.0000E+000; 8.1232E-001; 8.0000E+000; 7.8699E-001; 8.0000E+000; 7.6948E-001; 8.0000E+000; 7.5917E-001; 8.0000E+000; 8.9424E-001;
 9.0000E+000; 8.9426E-001; 9.0000E+000; 8.4653E-001; 9.0000E+000; 8.1233E-001; 9.0000E+000; 7.8699E-001; 9.0000E+000; 7.6949E-001; 9.0000E+000; 7.5917E-001; 9.0000E+000; 8.9424E-001;
 1.0000E+001; 8.9426E-001; 1.0000E+001; 8.4657E-001; 1.0000E+001; 8.1233E-001; 1.0000E+001; 7.8700E-001; 1.0000E+001; 7.6949E-001; 1.0000E+001; 7.5917E-001; 1.0000E+001; 8.9424E-001;
 1.1000E+001; 8.9427E-001; 1.1000E+001; 8.4664E-001; 1.1000E+001; 8.1234E-001; 1.1000E+001; 7.8700E-001; 1.1000E+001; 7.6949E-001; 1.1000E+001; 7.5917E-001; 1.1000E+001; 8.9424E-001;
 1.2000E+001; 8.9427E-001; 1.2000E+001; 8.4673E-001; 1.2000E+001; 8.1236E-001; 1.2000E+001; 7.8700E-001; 1.2000E+001; 7.6949E-001; 1.2000E+001; 7.5917E-001; 1.2000E+001; 8.9424E-001;
 1.3000E+001; 8.9428E-001; 1.3000E+001; 8.4687E-001; 1.3000E+001; 8.1237E-001; 1.3000E+001; 7.8701E-001; 1.3000E+001; 7.6949E-001; 1.3000E+001; 7.5917E-001; 1.3000E+001; 8.9424E-001;
 1.4000E+001; 8.9428E-001; 1.4000E+001; 8.4704E-001; 1.4000E+001; 8.1239E-001; 1.4000E+001; 7.8701E-001; 1.4000E+001; 7.6949E-001; 1.4000E+001; 7.5917E-001; 1.4000E+001; 8.9424E-001;
 1.5000E+001; 8.9429E-001; 1.5000E+001; 8.4728E-001; 1.5000E+001; 8.1242E-001; 1.5000E+001; 7.8702E-001; 1.5000E+001; 7.6949E-001; 1.5000E+001; 7.5917E-001; 1.5000E+001; 8.9424E-001;
 1.6000E+001; 8.9430E-001; 1.6000E+001; 8.4760E-001; 1.6000E+001; 8.1245E-001; 1.6000E+001; 7.8702E-001; 1.6000E+001; 7.6950E-001; 1.6000E+001; 7.5917E-001; 1.6000E+001; 8.9424E-001;
 1.7000E+001; 8.9431E-001; 1.7000E+001; 8.4802E-001; 1.7000E+001; 8.1249E-001; 1.7000E+001; 7.8703E-001; 1.7000E+001; 7.6950E-001; 1.7000E+001; 7.5917E-001; 1.7000E+001; 8.9424E-001;
 1.8000E+001; 8.9432E-001; 1.8000E+001; 8.4855E-001; 1.8000E+001; 8.1254E-001; 1.8000E+001; 7.8704E-001; 1.8000E+001; 7.6950E-001; 1.8000E+001; 7.5918E-001; 1.8000E+001; 8.9424E-001;
 1.9000E+001; 8.9433E-001; 1.9000E+001; 8.4923E-001; 1.9000E+001; 8.1260E-001; 1.9000E+001; 7.8705E-001; 1.9000E+001; 7.6951E-001; 1.9000E+001; 7.5918E-001; 1.9000E+001; 8.9424E-001;
 2.0000E+001; 8.9434E-001; 2.0000E+001; 8.5010E-001; 2.0000E+001; 8.1267E-001; 2.0000E+001; 7.8707E-001; 2.0000E+001; 7.6951E-001; 2.0000E+001; 7.5918E-001; 2.0000E+001; 8.9424E-001;
 2.1000E+001; 8.9436E-001; 2.1000E+001; 8.5117E-001; 2.1000E+001; 8.1276E-001; 2.1000E+001; 7.8709E-001; 2.1000E+001; 7.6952E-001; 2.1000E+001; 7.5918E-001; 2.1000E+001; 8.9424E-001;
 2.2000E+001; 8.9437E-001; 2.2000E+001; 8.5249E-001; 2.2000E+001; 8.1287E-001; 2.2000E+001; 7.8711E-001; 2.2000E+001; 7.6952E-001; 2.2000E+001; 7.5918E-001; 2.2000E+001; 8.9424E-001;
 2.3000E+001; 8.9439E-001; 2.3000E+001; 8.5411E-001; 2.3000E+001; 8.1300E-001; 2.3000E+001; 7.8713E-001; 2.3000E+001; 7.6953E-001; 2.3000E+001; 7.5919E-001; 2.3000E+001; 8.9424E-001;
 2.4000E+001; 8.9441E-001; 2.4000E+001; 8.5604E-001; 2.4000E+001; 8.1315E-001; 2.4000E+001; 7.8716E-001; 2.4000E+001; 7.6954E-001; 2.4000E+001; 7.5919E-001; 2.4000E+001; 8.9425E-001;
 2.5000E+001; 8.9443E-001; 2.5000E+001; 8.5829E-001; 2.5000E+001; 8.1334E-001; 2.5000E+001; 7.8720E-001; 2.5000E+001; 7.6955E-001; 2.5000E+001; 7.5919E-001; 2.5000E+001; 8.9425E-001;
 2.6000E+001; 8.9445E-001; 2.6000E+001; 8.6086E-001; 2.6000E+001; 8.1355E-001; 2.6000E+001; 7.8724E-001; 2.6000E+001; 7.6956E-001; 2.6000E+001; 7.5920E-001; 2.6000E+001; 8.9425E-001;
 2.7000E+001; 8.9447E-001; 2.7000E+001; 8.6368E-001; 2.7000E+001; 8.1380E-001; 2.7000E+001; 7.8729E-001; 2.7000E+001; 7.6957E-001; 2.7000E+001; 7.5920E-001; 2.7000E+001; 8.9425E-001;
 2.8000E+001; 8.9449E-001; 2.8000E+001; 8.6672E-001; 2.8000E+001; 8.1410E-001; 2.8000E+001; 7.8735E-001; 2.8000E+001; 7.6959E-001; 2.8000E+001; 7.5921E-001; 2.8000E+001; 8.9425E-001;
 2.9000E+001; 8.9452E-001; 2.9000E+001; 8.6990E-001; 2.9000E+001; 8.1443E-001; 2.9000E+001; 7.8741E-001; 2.9000E+001; 7.6960E-001; 2.9000E+001; 7.5921E-001; 2.9000E+001; 8.9425E-001;
 3.0000E+001; 8.9454E-001; 3.0000E+001; 8.7315E-001; 3.0000E+001; 8.1482E-001; 3.0000E+001; 7.8749E-001; 3.0000E+001; 7.6962E-001; 3.0000E+001; 7.5922E-001; 3.0000E+001; 8.9425E-001;
 3.1000E+001; 8.9457E-001; 3.1000E+001; 8.7640E-001; 3.1000E+001; 8.1526E-001; 3.1000E+001; 7.8758E-001; 3.1000E+001; 7.6965E-001; 3.1000E+001; 7.5923E-001; 3.1000E+001; 8.9425E-001;
 3.2000E+001; 8.9460E-001; 3.2000E+001; 8.7959E-001; 3.2000E+001; 8.1577E-001; 3.2000E+001; 7.8768E-001; 3.2000E+001; 7.6967E-001; 3.2000E+001; 7.5924E-001; 3.2000E+001; 8.9425E-001;
 3.3000E+001; 8.9463E-001; 3.3000E+001; 8.8265E-001; 3.3000E+001; 8.1634E-001; 3.3000E+001; 7.8780E-001; 3.3000E+001; 7.6970E-001; 3.3000E+001; 7.5924E-001; 3.3000E+001; 8.9425E-001;
 3.4000E+001; 8.9466E-001; 3.4000E+001; 8.8551E-001; 3.4000E+001; 8.1698E-001; 3.4000E+001; 7.8793E-001; 3.4000E+001; 7.6973E-001; 3.4000E+001; 7.5925E-001; 3.4000E+001; 8.9425E-001;
 3.5000E+001; 8.9469E-001; 3.5000E+001; 8.8811E-001; 3.5000E+001; 8.1771E-001; 3.5000E+001; 7.8808E-001; 3.5000E+001; 7.6977E-001; 3.5000E+001; 7.5927E-001; 3.5000E+001; 8.9425E-001;
 3.6000E+001; 8.9473E-001; 3.6000E+001; 8.9039E-001; 3.6000E+001; 8.1852E-001; 3.6000E+001; 7.8825E-001; 3.6000E+001; 7.6981E-001; 3.6000E+001; 7.5928E-001; 3.6000E+001; 8.9425E-001;
 3.7000E+001; 8.9477E-001; 3.7000E+001; 8.9231E-001; 3.7000E+001; 8.1943E-001; 3.7000E+001; 7.8845E-001; 3.7000E+001; 7.6986E-001; 3.7000E+001; 7.5929E-001; 3.7000E+001; 8.9425E-001;
 3.8000E+001; 8.9480E-001; 3.8000E+001; 8.9389E-001; 3.8000E+001; 8.2044E-001; 3.8000E+001; 7.8866E-001; 3.8000E+001; 7.6991E-001; 3.8000E+001; 7.5931E-001; 3.8000E+001; 8.9425E-001;
 3.9000E+001; 8.9484E-001; 3.9000E+001; 8.9513E-001; 3.9000E+001; 8.2156E-001; 3.9000E+001; 7.8891E-001; 3.9000E+001; 7.6997E-001; 3.9000E+001; 7.5933E-001; 3.9000E+001; 8.9425E-001;
 4.0000E+001; 8.9488E-001; 4.0000E+001; 8.9608E-001; 4.0000E+001; 8.2279E-001; 4.0000E+001; 7.8918E-001; 4.0000E+001; 7.7003E-001; 4.0000E+001; 7.5935E-001; 4.0000E+001; 8.9425E-001;
 4.1000E+001; 8.9493E-001; 4.1000E+001; 8.9682E-001; 4.1000E+001; 8.2416E-001; 4.1000E+001; 7.8949E-001; 4.1000E+001; 7.7011E-001; 4.1000E+001; 7.5937E-001; 4.1000E+001; 8.9425E-001;
 4.2000E+001; 8.9497E-001; 4.2000E+001; 8.9738E-001; 4.2000E+001; 8.2567E-001; 4.2000E+001; 7.8983E-001; 4.2000E+001; 7.7019E-001; 4.2000E+001; 7.5939E-001; 4.2000E+001; 8.9425E-001;
 4.3000E+001; 8.9501E-001; 4.3000E+001; 8.9782E-001; 4.3000E+001; 8.2734E-001; 4.3000E+001; 7.9021E-001; 4.3000E+001; 7.7028E-001; 4.3000E+001; 7.5942E-001; 4.3000E+001; 8.9425E-001;
 4.4000E+001; 8.9506E-001; 4.4000E+001; 8.9818E-001; 4.4000E+001; 8.2917E-001; 4.4000E+001; 7.9064E-001; 4.4000E+001; 7.7039E-001; 4.4000E+001; 7.5945E-001; 4.4000E+001; 8.9425E-001;
 4.5000E+001; 8.9511E-001; 4.5000E+001; 8.9847E-001; 4.5000E+001; 8.3119E-001; 4.5000E+001; 7.9110E-001; 4.5000E+001; 7.7050E-001; 4.5000E+001; 7.5948E-001; 4.5000E+001; 8.9425E-001;
 4.6000E+001; 8.9516E-001; 4.6000E+001; 8.9872E-001; 4.6000E+001; 8.3340E-001; 4.6000E+001; 7.9162E-001; 4.6000E+001; 7.7062E-001; 4.6000E+001; 7.5952E-001; 4.6000E+001; 8.9425E-001;
 4.7000E+001; 8.9521E-001; 4.7000E+001; 8.9893E-001; 4.7000E+001; 8.3582E-001; 4.7000E+001; 7.9219E-001; 4.7000E+001; 7.7076E-001; 4.7000E+001; 7.5956E-001; 4.7000E+001; 8.9425E-001;
 4.8000E+001; 8.9527E-001; 4.8000E+001; 8.9912E-001; 4.8000E+001; 8.3845E-001; 4.8000E+001; 7.9281E-001; 4.8000E+001; 7.7092E-001; 4.8000E+001; 7.5960E-001; 4.8000E+001; 8.9425E-001;
 4.9000E+001; 8.9532E-001; 4.9000E+001; 8.9928E-001; 4.9000E+001; 8.4129E-001; 4.9000E+001; 7.9349E-001; 4.9000E+001; 7.7108E-001; 4.9000E+001; 7.5965E-001; 4.9000E+001; 8.9425E-001;
 5.0000E+001; 8.9538E-001; 5.0000E+001; 8.9943E-001; 5.0000E+001; 8.4434E-001; 5.0000E+001; 7.9424E-001; 5.0000E+001; 7.7127E-001; 5.0000E+001; 7.5970E-001; 5.0000E+001; 8.9425E-001;
 5.1000E+001; 8.9544E-001; 5.1000E+001; 8.9957E-001; 5.1000E+001; 8.4759E-001; 5.1000E+001; 7.9505E-001; 5.1000E+001; 7.7147E-001; 5.1000E+001; 7.5976E-001; 5.1000E+001; 8.9425E-001;
 5.2000E+001; 8.9550E-001; 5.2000E+001; 8.9970E-001; 5.2000E+001; 8.5101E-001; 5.2000E+001; 7.9592E-001; 5.2000E+001; 7.7169E-001; 5.2000E+001; 7.5982E-001; 5.2000E+001; 8.9425E-001;
 5.3000E+001; 8.9556E-001; 5.3000E+001; 8.9982E-001; 5.3000E+001; 8.5457E-001; 5.3000E+001; 7.9687E-001; 5.3000E+001; 7.7193E-001; 5.3000E+001; 7.5989E-001; 5.3000E+001; 8.9425E-001;
 5.4000E+001; 8.9562E-001; 5.4000E+001; 8.9993E-001; 5.4000E+001; 8.5823E-001; 5.4000E+001; 7.9789E-001; 5.4000E+001; 7.7220E-001; 5.4000E+001; 7.5996E-001; 5.4000E+001; 8.9425E-001;
 5.5000E+001; 8.9568E-001; 5.5000E+001; 9.0004E-001; 5.5000E+001; 8.6195E-001; 5.5000E+001; 7.9899E-001; 5.5000E+001; 7.7249E-001; 5.5000E+001; 7.6004E-001; 5.5000E+001; 8.9425E-001;
 5.6000E+001; 8.9575E-001; 5.6000E+001; 9.0014E-001; 5.6000E+001; 8.6565E-001; 5.6000E+001; 8.0016E-001; 5.6000E+001; 7.7280E-001; 5.6000E+001; 7.6013E-001; 5.6000E+001; 8.9425E-001;
 5.7000E+001; 8.9582E-001; 5.7000E+001; 9.0024E-001; 5.7000E+001; 8.6929E-001; 5.7000E+001; 8.0142E-001; 5.7000E+001; 7.7314E-001; 5.7000E+001; 7.6023E-001; 5.7000E+001; 8.9425E-001;
 5.8000E+001; 8.9589E-001; 5.8000E+001; 9.0034E-001; 5.8000E+001; 8.7280E-001; 5.8000E+001; 8.0275E-001; 5.8000E+001; 7.7351E-001; 5.8000E+001; 7.6034E-001; 5.8000E+001; 8.9425E-001;
 5.9000E+001; 8.9596E-001; 5.9000E+001; 9.0043E-001; 5.9000E+001; 8.7613E-001; 5.9000E+001; 8.0417E-001; 5.9000E+001; 7.7391E-001; 5.9000E+001; 7.6045E-001; 5.9000E+001; 8.9425E-001;
 6.0000E+001; 8.9603E-001; 6.0000E+001; 9.0052E-001; 6.0000E+001; 8.7923E-001; 6.0000E+001; 8.0568E-001; 6.0000E+001; 7.7434E-001; 6.0000E+001; 7.6057E-001; 6.0000E+001; 8.9425E-001;
 6.1000E+001; 8.9610E-001; 6.1000E+001; 9.0061E-001; 6.1000E+001; 8.8207E-001; 6.1000E+001; 8.0727E-001; 6.1000E+001; 7.7481E-001; 6.1000E+001; 7.6071E-001; 6.1000E+001; 8.9425E-001;
 6.2000E+001; 8.9618E-001; 6.2000E+001; 9.0069E-001; 6.2000E+001; 8.8463E-001; 6.2000E+001; 8.0894E-001; 6.2000E+001; 7.7531E-001; 6.2000E+001; 7.6086E-001; 6.2000E+001; 8.9425E-001;
 6.3000E+001; 8.9626E-001; 6.3000E+001; 9.0078E-001; 6.3000E+001; 8.8689E-001; 6.3000E+001; 8.1071E-001; 6.3000E+001; 7.7585E-001; 6.3000E+001; 7.6101E-001; 6.3000E+001; 8.9425E-001;
 6.4000E+001; 8.9634E-001; 6.4000E+001; 9.0086E-001; 6.4000E+001; 8.8887E-001; 6.4000E+001; 8.1257E-001; 6.4000E+001; 7.7643E-001; 6.4000E+001; 7.6118E-001; 6.4000E+001; 8.9425E-001;
 6.5000E+001; 8.9642E-001; 6.5000E+001; 9.0095E-001; 6.5000E+001; 8.9057E-001; 6.5000E+001; 8.1452E-001; 6.5000E+001; 7.7706E-001; 6.5000E+001; 7.6137E-001; 6.5000E+001; 8.9425E-001;
 6.6000E+001; 8.9650E-001; 6.6000E+001; 9.0103E-001; 6.6000E+001; 8.9203E-001; 6.6000E+001; 8.1658E-001; 6.6000E+001; 7.7772E-001; 6.6000E+001; 7.6156E-001; 6.6000E+001; 8.9425E-001;
 6.7000E+001; 8.9658E-001; 6.7000E+001; 9.0111E-001; 6.7000E+001; 8.9326E-001; 6.7000E+001; 8.1873E-001; 6.7000E+001; 7.7844E-001; 6.7000E+001; 7.6177E-001; 6.7000E+001; 8.9425E-001;
 6.8000E+001; 8.9667E-001; 6.8000E+001; 9.0119E-001; 6.8000E+001; 8.9431E-001; 6.8000E+001; 8.2098E-001; 6.8000E+001; 7.7920E-001; 6.8000E+001; 7.6200E-001; 6.8000E+001; 8.9425E-001;
 6.9000E+001; 8.9675E-001; 6.9000E+001; 9.0128E-001; 6.9000E+001; 8.9520E-001; 6.9000E+001; 8.2333E-001; 6.9000E+001; 7.8001E-001; 6.9000E+001; 7.6225E-001; 6.9000E+001; 8.9425E-001;
 7.0000E+001; 8.9684E-001; 7.0000E+001; 9.0136E-001; 7.0000E+001; 8.9597E-001; 7.0000E+001; 8.2579E-001; 7.0000E+001; 7.8088E-001; 7.0000E+001; 7.6251E-001; 7.0000E+001; 8.9425E-001;
 7.1000E+001; 8.9693E-001; 7.1000E+001; 9.0144E-001; 7.1000E+001; 8.9663E-001; 7.1000E+001; 8.2834E-001; 7.1000E+001; 7.8180E-001; 7.1000E+001; 7.6279E-001; 7.1000E+001; 8.9425E-001;
 7.2000E+001; 8.9702E-001; 7.2000E+001; 9.0152E-001; 7.2000E+001; 8.9720E-001; 7.2000E+001; 8.3100E-001; 7.2000E+001; 7.8277E-001; 7.2000E+001; 7.6310E-001; 7.2000E+001; 8.9425E-001;
 7.3000E+001; 8.9712E-001; 7.3000E+001; 9.0160E-001; 7.3000E+001; 8.9770E-001; 7.3000E+001; 8.3376E-001; 7.3000E+001; 7.8380E-001; 7.3000E+001; 7.6342E-001; 7.3000E+001; 8.9425E-001;
 7.4000E+001; 8.9721E-001; 7.4000E+001; 9.0169E-001; 7.4000E+001; 8.9814E-001; 7.4000E+001; 8.3660E-001; 7.4000E+001; 7.8488E-001; 7.4000E+001; 7.6376E-001; 7.4000E+001; 8.9425E-001;
 7.5000E+001; 8.9731E-001; 7.5000E+001; 9.0177E-001; 7.5000E+001; 8.9854E-001; 7.5000E+001; 8.3952E-001; 7.5000E+001; 7.8603E-001; 7.5000E+001; 7.6413E-001; 7.5000E+001; 8.9425E-001;
 7.6000E+001; 8.9740E-001; 7.6000E+001; 9.0185E-001; 7.6000E+001; 8.9890E-001; 7.6000E+001; 8.4251E-001; 7.6000E+001; 7.8723E-001; 7.6000E+001; 7.6453E-001; 7.6000E+001; 8.9425E-001;
 7.7000E+001; 8.9750E-001; 7.7000E+001; 9.0194E-001; 7.7000E+001; 8.9923E-001; 7.7000E+001; 8.4555E-001; 7.7000E+001; 7.8849E-001; 7.7000E+001; 7.6494E-001; 7.7000E+001; 8.9425E-001;
 7.8000E+001; 8.9761E-001; 7.8000E+001; 9.0202E-001; 7.8000E+001; 8.9953E-001; 7.8000E+001; 8.4862E-001; 7.8000E+001; 7.8981E-001; 7.8000E+001; 7.6539E-001; 7.8000E+001; 8.9425E-001;
 7.9000E+001; 8.9771E-001; 7.9000E+001; 9.0211E-001; 7.9000E+001; 8.9981E-001; 7.9000E+001; 8.5171E-001; 7.9000E+001; 7.9119E-001; 7.9000E+001; 7.6586E-001; 7.9000E+001; 8.9425E-001;
 8.0000E+001; 8.9781E-001; 8.0000E+001; 9.0219E-001; 8.0000E+001; 9.0007E-001; 8.0000E+001; 8.5479E-001; 8.0000E+001; 7.9262E-001; 8.0000E+001; 7.6637E-001; 8.0000E+001; 8.9425E-001;
 8.1000E+001; 8.9792E-001; 8.1000E+001; 9.0228E-001; 8.1000E+001; 9.0031E-001; 8.1000E+001; 8.5784E-001; 8.1000E+001; 7.9412E-001; 8.1000E+001; 7.6690E-001; 8.1000E+001; 8.9425E-001;
 8.2000E+001; 8.9802E-001; 8.2000E+001; 9.0237E-001; 8.2000E+001; 9.0054E-001; 8.2000E+001; 8.6083E-001; 8.2000E+001; 7.9568E-001; 8.2000E+001; 7.6747E-001; 8.2000E+001; 8.9425E-001;
 8.3000E+001; 8.9813E-001; 8.3000E+001; 9.0245E-001; 8.3000E+001; 9.0075E-001; 8.3000E+001; 8.6374E-001; 8.3000E+001; 7.9730E-001; 8.3000E+001; 7.6807E-001; 8.3000E+001; 8.9425E-001;
 8.4000E+001; 8.9824E-001; 8.4000E+001; 9.0254E-001; 8.4000E+001; 9.0096E-001; 8.4000E+001; 8.6656E-001; 8.4000E+001; 7.9898E-001; 8.4000E+001; 7.6870E-001; 8.4000E+001; 8.9425E-001;
 8.5000E+001; 8.9835E-001; 8.5000E+001; 9.0263E-001; 8.5000E+001; 9.0116E-001; 8.5000E+001; 8.6926E-001; 8.5000E+001; 8.0071E-001; 8.5000E+001; 7.6937E-001; 8.5000E+001; 8.9425E-001;
 8.6000E+001; 8.9847E-001; 8.6000E+001; 9.0272E-001; 8.6000E+001; 9.0134E-001; 8.6000E+001; 8.7184E-001; 8.6000E+001; 8.0251E-001; 8.6000E+001; 7.7007E-001; 8.6000E+001; 8.9425E-001;
 8.7000E+001; 8.9858E-001; 8.7000E+001; 9.0282E-001; 8.7000E+001; 9.0153E-001; 8.7000E+001; 8.7426E-001; 8.7000E+001; 8.0436E-001; 8.7000E+001; 7.7082E-001; 8.7000E+001; 8.9425E-001;
 8.8000E+001; 8.9870E-001; 8.8000E+001; 9.0291E-001; 8.8000E+001; 9.0170E-001; 8.8000E+001; 8.7654E-001; 8.8000E+001; 8.0627E-001; 8.8000E+001; 7.7160E-001; 8.8000E+001; 8.9425E-001;
 8.9000E+001; 8.9882E-001; 8.9000E+001; 9.0300E-001; 8.9000E+001; 9.0187E-001; 8.9000E+001; 8.7866E-001; 8.9000E+001; 8.0824E-001; 8.9000E+001; 7.7242E-001; 8.9000E+001; 8.9425E-001;
 9.0000E+001; 8.9894E-001; 9.0000E+001; 9.0310E-001; 9.0000E+001; 9.0204E-001; 9.0000E+001; 8.8063E-001; 9.0000E+001; 8.1027E-001; 9.0000E+001; 7.7328E-001; 9.0000E+001; 8.9425E-001;
 9.1000E+001; 8.9906E-001; 9.1000E+001; 9.0319E-001; 9.1000E+001; 9.0220E-001; 9.1000E+001; 8.8245E-001; 9.1000E+001; 8.1235E-001; 9.1000E+001; 7.7419E-001; 9.1000E+001; 8.9425E-001;
 9.2000E+001; 8.9918E-001; 9.2000E+001; 9.0329E-001; 9.2000E+001; 9.0236E-001; 9.2000E+001; 8.8413E-001; 9.2000E+001; 8.1449E-001; 9.2000E+001; 7.7513E-001; 9.2000E+001; 8.9425E-001;
 9.3000E+001; 8.9930E-001; 9.3000E+001; 9.0339E-001; 9.3000E+001; 9.0251E-001; 9.3000E+001; 8.8566E-001; 9.3000E+001; 8.1668E-001; 9.3000E+001; 7.7612E-001; 9.3000E+001; 8.9425E-001;
 9.4000E+001; 8.9943E-001; 9.4000E+001; 9.0349E-001; 9.4000E+001; 9.0266E-001; 9.4000E+001; 8.8707E-001; 9.4000E+001; 8.1893E-001; 9.4000E+001; 7.7715E-001; 9.4000E+001; 8.9425E-001;
 9.5000E+001; 8.9956E-001; 9.5000E+001; 9.0359E-001; 9.5000E+001; 9.0281E-001; 9.5000E+001; 8.8836E-001; 9.5000E+001; 8.2123E-001; 9.5000E+001; 7.7823E-001; 9.5000E+001; 8.9425E-001;
 9.6000E+001; 8.9968E-001; 9.6000E+001; 9.0369E-001; 9.6000E+001; 9.0296E-001; 9.6000E+001; 8.8955E-001; 9.6000E+001; 8.2358E-001; 9.6000E+001; 7.7935E-001; 9.6000E+001; 8.9425E-001;
 9.7000E+001; 8.9981E-001; 9.7000E+001; 9.0379E-001; 9.7000E+001; 9.0311E-001; 9.7000E+001; 8.9063E-001; 9.7000E+001; 8.2597E-001; 9.7000E+001; 7.8051E-001; 9.7000E+001; 8.9425E-001;
 9.8000E+001; 8.9995E-001; 9.8000E+001; 9.0390E-001; 9.8000E+001; 9.0325E-001; 9.8000E+001; 8.9164E-001; 9.8000E+001; 8.2841E-001; 9.8000E+001; 7.8172E-001; 9.8000E+001; 8.9425E-001;
 9.9000E+001; 9.0008E-001; 9.9000E+001; 9.0400E-001; 9.9000E+001; 9.0340E-001; 9.9000E+001; 8.9256E-001; 9.9000E+001; 8.3088E-001; 9.9000E+001; 7.8298E-001; 9.9000E+001; 8.9425E-001;
 1.0000E+002; 9.0021E-001; 1.0000E+002; 9.0411E-001; 1.0000E+002; 9.0354E-001; 1.0000E+002; 8.9342E-001; 1.0000E+002; 8.3339E-001; 1.0000E+002; 7.8428E-001; 1.0000E+002; 8.9425E-001;
 1.0100E+002; 9.0035E-001; 1.0100E+002; 9.0422E-001; 1.0100E+002; 9.0369E-001; 1.0100E+002; 8.9421E-001; 1.0100E+002; 8.3593E-001; 1.0100E+002; 7.8562E-001; 1.0100E+002; 8.9425E-001;
 1.0200E+002; 9.0049E-001; 1.0200E+002; 9.0433E-001; 1.0200E+002; 9.0383E-001; 1.0200E+002; 8.9496E-001; 1.0200E+002; 8.3850E-001; 1.0200E+002; 7.8700E-001; 1.0200E+002; 8.9425E-001;
 1.0300E+002; 9.0063E-001; 1.0300E+002; 9.0444E-001; 1.0300E+002; 9.0397E-001; 1.0300E+002; 8.9565E-001; 1.0300E+002; 8.4108E-001; 1.0300E+002; 7.8843E-001; 1.0300E+002; 8.9425E-001;
 1.0400E+002; 9.0077E-001; 1.0400E+002; 9.0455E-001; 1.0400E+002; 9.0411E-001; 1.0400E+002; 8.9631E-001; 1.0400E+002; 8.4367E-001; 1.0400E+002; 7.8991E-001; 1.0400E+002; 8.9425E-001;
 1.0500E+002; 9.0091E-001; 1.0500E+002; 9.0467E-001; 1.0500E+002; 9.0425E-001; 1.0500E+002; 8.9693E-001; 1.0500E+002; 8.4627E-001; 1.0500E+002; 7.9142E-001; 1.0500E+002; 8.9425E-001;
 1.0600E+002; 9.0105E-001; 1.0600E+002; 9.0478E-001; 1.0600E+002; 9.0440E-001; 1.0600E+002; 8.9751E-001; 1.0600E+002; 8.4886E-001; 1.0600E+002; 7.9298E-001; 1.0600E+002; 8.9425E-001;
 1.0700E+002; 9.0120E-001; 1.0700E+002; 9.0490E-001; 1.0700E+002; 9.0454E-001; 1.0700E+002; 8.9807E-001; 1.0700E+002; 8.5144E-001; 1.0700E+002; 7.9457E-001; 1.0700E+002; 8.9425E-001;
 1.0800E+002; 9.0134E-001; 1.0800E+002; 9.0502E-001; 1.0800E+002; 9.0468E-001; 1.0800E+002; 8.9860E-001; 1.0800E+002; 8.5401E-001; 1.0800E+002; 7.9621E-001; 1.0800E+002; 8.9425E-001;
